+-------------------------------------+-------+
| material                            | id    |
| legacy_iron_axe                     | 83405 |
| legacy_iron_barding                 | 2320  |
| legacy_iron_block                   | 25644 |
| legacy_iron_boots                   | 15552 |
| legacy_iron_chestplate              | 46230 |
| legacy_iron_door                    | 49711 |
| legacy_iron_door_block              | 55325 |
| legacy_iron_fence                   | 10224 |
| legacy_iron_helmet                  | 48654 |
| legacy_iron_hoe                     | 89853 |
| legacy_iron_ingot                   | 42566 |
| legacy_iron_leggings                | 21131 |
| legacy_iron_nugget                  | 45175 |
| legacy_iron_ore                     | 96673 |
| legacy_iron_pickaxe                 | 33516 |
| legacy_iron_plate                   | 42005 |
| legacy_iron_spade                   | 31236 |
| legacy_iron_sword                   | 53660 |
| legacy_iron_trapdoor                | 36924 |
| legacy_item_frame                   | 5847  |
| legacy_jack_o_lantern               | 17836 |
| legacy_jukebox                      | 81456 |
| legacy_jungle_door                  | 22074 |
| legacy_jungle_door_item             | 40952 |
| legacy_jungle_fence                 | 26437 |
| legacy_jungle_fence_gate            | 62917 |
| legacy_jungle_wood_stairs           | 79952 |
| legacy_knowledge_book               | 3136  |
| legacy_ladder                       | 28984 |
| legacy_lapis_block                  | 93277 |
| legacy_lapis_ore                    | 28466 |
| legacy_lava                         | 43382 |
| legacy_lava_bucket                  | 45619 |
| legacy_leash                        | 35047 |
| legacy_leather                      | 72212 |
| legacy_leather_boots                | 22101 |
| legacy_leather_chestplate           | 73153 |
| legacy_leather_helmet               | 57337 |
| legacy_leather_leggings             | 83894 |
| legacy_leaves                       | 50994 |
| legacy_leaves_2                     | 9125  |
| legacy_lever                        | 54804 |
| legacy_light_blue_glazed_terracotta | 25537 |
| legacy_light_blue_shulker_box       | 10194 |
| legacy_lime_glazed_terracotta       | 89299 |
| legacy_lime_shulker_box             | 26980 |
| legacy_lingering_potion             | 31625 |
| legacy_log                          | 22286 |
| legacy_log_2                        | 38049 |
| legacy_long_grass                   | 63113 |
| legacy_magenta_glazed_terracotta    | 4539  |
| legacy_magenta_shulker_box          | 84108 |
| legacy_magma                        | 44977 |
| legacy_magma_cream                  | 65172 |
| legacy_map                          | 22822 |
| legacy_melon                        | 69021 |
| legacy_melon_block                  | 47467 |
| legacy_melon_seeds                  | 29216 |
| legacy_melon_stem                   | 63243 |
| legacy_milk_bucket                  | 95832 |
| legacy_minecart                     | 69769 |
| legacy_mob_spawner                  | 43539 |
| legacy_monster_egg                  | 54090 |
| legacy_monster_eggs                 | 27209 |
| legacy_mossy_cobblestone            | 35586 |
| legacy_mushroom_soup                | 22984 |
| legacy_mutton                       | 20893 |
| legacy_mycel                        | 55880 |
| legacy_name_tag                     | 87356 |
| legacy_nether_brick                 | 3696  |
| legacy_nether_brick_item            | 11075 |
| legacy_nether_brick_stairs          | 249   |
| legacy_nether_fence                 | 15296 |
| legacy_nether_stalk                 | 55726 |
| legacy_nether_star                  | 57187 |
| legacy_nether_wart_block            | 39339 |
| legacy_nether_warts                 | 374   |
| legacy_netherrack                   | 8485  |
| legacy_note_block                   | 72758 |
| legacy_observer                     | 77068 |
| legacy_obsidian                     | 41457 |
| legacy_orange_glazed_terracotta     | 36940 |
| legacy_orange_shulker_box           | 29309 |
| legacy_packed_ice                   | 83514 |
| legacy_painting                     | 51258 |
| legacy_paper                        | 23958 |
| legacy_pink_glazed_terracotta       | 10580 |
| legacy_pink_shulker_box             | 80901 |
| legacy_piston_base                  | 3905  |
| legacy_piston_extension             | 90127 |
| legacy_piston_moving_piece          | 44269 |
| legacy_piston_sticky_base           | 61591 |
| legacy_poisonous_potato             | 13175 |
| legacy_pork                         | 75886 |
| legacy_portal                       | 7202  |
| legacy_potato                       | 49117 |
| legacy_potato_item                  | 84341 |
| legacy_potion                       | 56649 |
| legacy_powered_minecart             | 58884 |
| legacy_powered_rail                 | 32611 |
| legacy_prismarine                   | 80004 |
| legacy_prismarine_crystals          | 40408 |
| legacy_prismarine_shard             | 22275 |
| legacy_pumpkin                      | 19442 |
| legacy_pumpkin_pie                  | 11647 |
| legacy_pumpkin_seeds                | 62837 |
| legacy_pumpkin_stem                 | 47894 |
| legacy_purple_glazed_terracotta     | 85786 |
| legacy_purple_shulker_box           | 82827 |
| legacy_purpur_block                 | 32964 |
| legacy_purpur_double_slab           | 50367 |
| legacy_purpur_pillar                | 78515 |
| legacy_purpur_slab                  | 77411 |
| legacy_purpur_stairs                | 94643 |
| legacy_quartz                       | 69713 |
| legacy_quartz_block                 | 88159 |
| legacy_quartz_ore                   | 17876 |
| legacy_quartz_stairs                | 34616 |
| legacy_rabbit                       | 42512 |
| legacy_rabbit_foot                  | 68989 |
| legacy_rabbit_hide                  | 22449 |
| legacy_rabbit_stew                  | 60770 |
| legacy_rails                        | 64491 |
| legacy_raw_beef                     | 19569 |
| legacy_raw_chicken                  | 4296  |
| legacy_raw_fish                     | 43013 |
| legacy_record_10                    | 79959 |
| legacy_record_11                    | 79960 |
| legacy_record_12                    | 79961 |
| legacy_record_3                     | 3067  |
| legacy_record_4                     | 3068  |
| legacy_record_5                     | 3069  |
| legacy_record_6                     | 3070  |
| legacy_record_7                     | 3071  |
| legacy_record_8                     | 3072  |
| legacy_record_9                     | 3073  |
| legacy_red_glazed_terracotta        | 7715  |
| legacy_red_mushroom                 | 59164 |
| legacy_red_nether_brick             | 35006 |
| legacy_red_rose                     | 67123 |
| legacy_red_sandstone                | 11165 |
| legacy_red_sandstone_stairs         | 86252 |
| legacy_red_shulker_box              | 68788 |
| legacy_redstone                     | 96970 |
| legacy_redstone_block               | 51864 |
| legacy_redstone_comparator          | 26507 |
| legacy_redstone_comparator_off      | 22683 |
| legacy_redstone_comparator_on       | 56691 |
| legacy_redstone_lamp_off            | 54973 |
| legacy_redstone_lamp_on             | 4497  |
| legacy_redstone_ore                 | 8973  |
| legacy_redstone_torch_off           | 92599 |
| legacy_redstone_torch_on            | 78423 |
| legacy_redstone_wire                | 4570  |
| legacy_rotten_flesh                 | 37649 |
| legacy_saddle                       | 33245 |
| legacy_sand                         | 51674 |
| legacy_sandstone                    | 21483 |
| legacy_sandstone_stairs             | 16190 |
| legacy_sapling                      | 29794 |
| legacy_sea_lantern                  | 71904 |
| legacy_seeds                        | 3084  |
| legacy_shears                       | 25000 |
| legacy_shield                       | 47807 |
| legacy_shulker_shell                | 21095 |
| legacy_sign                         | 59155 |
| legacy_sign_post                    | 45900 |
| legacy_silver_glazed_terracotta     | 4811  |
| legacy_silver_shulker_box           | 71196 |
| legacy_skull                        | 97448 |
| legacy_skull_item                   | 13899 |
| legacy_slime_ball                   | 44940 |
| legacy_slime_block                  | 23552 |
| legacy_smooth_brick                 | 45510 |
| legacy_smooth_stairs                | 44453 |
| legacy_snow                         | 64217 |
| legacy_snow_ball                    | 56741 |
| legacy_snow_block                   | 39687 |
| legacy_soil                         | 64981 |
| legacy_soul_sand                    | 40410 |
| legacy_speckled_melon               | 31365 |
| legacy_spectral_arrow               | 83844 |
| legacy_spider_eye                   | 24909 |
| legacy_splash_potion                | 49205 |
| legacy_sponge                       | 23216 |
| legacy_spruce_door                  | 55669 |
| legacy_spruce_door_item             | 89725 |
| legacy_spruce_fence                 | 89258 |
| legacy_spruce_fence_gate            | 65440 |
| legacy_spruce_wood_stairs           | 61941 |
| legacy_stained_clay                 | 61842 |
| legacy_stained_glass                | 63307 |
| legacy_stained_glass_pane           | 45660 |
| legacy_standing_banner              | 34889 |
| legacy_stationary_lava              | 20469 |
| legacy_stationary_water             | 11074 |
| legacy_step                         | 69666 |
| legacy_stick                        | 53754 |
| legacy_stone                        | 59855 |
| legacy_stone_axe                    | 6622  |
| legacy_stone_button                 | 30146 |
| legacy_stone_hoe                    | 13070 |
| legacy_stone_pickaxe                | 51453 |
| legacy_stone_plate                  | 17318 |
| legacy_stone_slab2                  | 87272 |
| legacy_stone_spade                  | 6549  |
| legacy_stone_sword                  | 28973 |
| legacy_storage_minecart             | 22861 |
| legacy_string                       | 2087  |
| legacy_structure_block              | 30219 |
| legacy_structure_void               | 81494 |
| legacy_sugar                        | 81568 |
| legacy_sugar_cane                   | 69812 |
| legacy_sugar_cane_block             | 62370 |
| legacy_sulphur                      | 37161 |
| legacy_thin_glass                   | 97068 |
| legacy_tipped_arrow                 | 85236 |
| legacy_tnt                          | 29956 |
| legacy_torch                        | 36966 |
| legacy_totem                        | 38955 |
| legacy_trap_door                    | 28458 |
| legacy_trapped_chest                | 16590 |
| legacy_tripwire                     | 55232 |
| legacy_tripwire_hook                | 74946 |
| legacy_vine                         | 48737 |
| legacy_wall_banner                  | 29963 |
| legacy_wall_sign                    | 57884 |
| legacy_watch                        | 92377 |
| legacy_water                        | 92450 |
| legacy_water_bucket                 | 34408 |
| legacy_water_lily                   | 87752 |
| legacy_web                          | 32542 |
| legacy_wheat                        | 86449 |
| legacy_white_glazed_terracotta      | 43899 |
| legacy_white_shulker_box            | 69676 |
| legacy_wood                         | 84323 |
| legacy_wood_axe                     | 45362 |
| legacy_wood_button                  | 86542 |
| legacy_wood_door                    | 35786 |
| legacy_wood_double_step             | 55134 |
| legacy_wood_hoe                     | 51810 |
| legacy_wood_pickaxe                 | 86513 |
| legacy_wood_plate                   | 46810 |
| legacy_wood_spade                   | 36041 |
| legacy_wood_stairs                  | 82087 |
| legacy_wood_step                    | 87144 |
| legacy_wood_sword                   | 58465 |
| legacy_wooden_door                  | 24929 |
| legacy_wool                         | 84331 |
| legacy_workbench                    | 82601 |
| legacy_written_book                 | 82631 |
| legacy_yellow_flower                | 43920 |
| legacy_yellow_glazed_terracotta     | 64819 |
| legacy_yellow_shulker_box           | 17283 |
| lever                               | 65802 |
| light                               | 70646 |
| light_blue_banner                   | 57672 |
| light_blue_bed                      | 8869  |
| light_blue_candle                   | 77417 |
| light_blue_candle_cake              | 62766 |
| light_blue_carpet                   | 7911  |
| light_blue_concrete                 | 449   |
| light_blue_concrete_powder          | 47287 |
| light_blue_dye                      | 11412 |
| light_blue_glazed_terracotta        | 15403 |
| light_blue_shulker_box              | 44156 |
| light_blue_stained_glass            | 34789 |
| light_blue_stained_glass_pane       | 3522  |
| light_blue_terracotta               | 66145 |
| light_blue_wall_banner              | 50021 |
| light_blue_wool                     | 4945  |
| light_gray_banner                   | 73663 |
| light_gray_bed                      | 68142 |
| light_gray_candle                   | 93408 |
| light_gray_candle_cake              | 13207 |
| light_gray_carpet                   | 23902 |
| light_gray_concrete                 | 440   |
| light_gray_concrete_powder          | 30272 |
| light_gray_dye                      | 70685 |
| light_gray_glazed_terracotta        | 55700 |
| light_gray_shulker_box              | 94597 |
| light_gray_stained_glass            | 77966 |
| light_gray_stained_glass_pane       | 54617 |
| light_gray_terracotta               | 86072 |
| light_gray_wall_banner              | 462   |
| light_gray_wool                     | 73224 |
| light_weighted_pressure_plate       | 83515 |
| lightning_rod                       | 32466 |
| lilac                               | 75217 |
| lily_of_the_valley                  | 49312 |
| lily_pad                            | 96382 |
| lime_banner                         | 71926 |
| lime_bed                            | 41783 |
| lime_candle                         | 91671 |
| lime_candle_cake                    | 64096 |
| lime_carpet                         | 22165 |
| lime_concrete                       | 74671 |
| lime_concrete_powder                | 11049 |
| lime_dye                            | 44326 |
| lime_glazed_terracotta              | 23261 |
| lime_shulker_box                    | 45486 |
| lime_stained_glass                  | 28631 |
| lime_stained_glass_pane             | 35792 |
| lime_terracotta                     | 26991 |
| lime_wall_banner                    | 51351 |
| lime_wool                           | 92575 |
| lingering_potion                    | 50131 |
| llama_spawn_egg                     | 65655 |
| lodestone                           | 2465  |
| loom                                | 27649 |
| magenta_banner                      | 90914 |
| magenta_bed                         | 73131 |
| magenta_candle                      | 10659 |
| magenta_candle_cake                 | 16308 |
| magenta_carpet                      | 41153 |
| magenta_concrete                    | 94555 |
| magenta_concrete_powder             | 95997 |
| magenta_dye                         | 75675 |
| magenta_glazed_terracotta           | 3793  |
| magenta_shulker_box                 | 97698 |
| magenta_stained_glass               | 81899 |
| magenta_stained_glass_pane          | 45500 |
| magenta_terracotta                  | 93435 |
| magenta_wall_banner                 | 3563  |
| magenta_wool                        | 843   |
| magma_block                         | 19029 |
| magma_cream                         | 11627 |
| magma_cube_spawn_egg                | 11663 |
| mangrove_boat                       | 24358 |
| mangrove_button                     | 20920 |
| mangrove_chest_boat                 | 72932 |
| mangrove_door                       | 84372 |
| mangrove_fence                      | 46347 |
| mangrove_fence_gate                 | 94143 |
| mangrove_leaves                     | 71682 |
| mangrove_log                        | 55742 |
| mangrove_planks                     | 45431 |
| mangrove_pressure_plate             | 18050 |
| mangrove_propagule                  | 97151 |
| mangrove_roots                      | 28011 |
| mangrove_sign                       | 25219 |
| mangrove_slab                       | 27904 |
| mangrove_stairs                     | 16464 |
| mangrove_trapdoor                   | 32385 |
| mangrove_wall_sign                  | 51596 |
| mangrove_wood                       | 50387 |
| map                                 | 7868  |
| medium_amethyst_bud                 | 19145 |
| melon                               | 80019 |
| melon_seeds                         | 75670 |
| melon_slice                         | 88006 |
| melon_stem                          | 87829 |
| milk_bucket                         | 42286 |
| minecart                            | 99891 |
| mojang_banner_pattern               | 99818 |
| mooshroom_spawn_egg                 | 82655 |
| moss_block                          | 17456 |
| moss_carpet                         | 73096 |
| mossy_cobblestone                   | 34424 |
| mossy_cobblestone_slab              | 23777 |
| mossy_cobblestone_stairs            | 27345 |
| mossy_cobblestone_wall              | 32721 |
| mossy_stone_brick_slab              | 79706 |
| mossy_stone_brick_stairs            | 56970 |
| mossy_stone_brick_wall              | 88650 |
| mossy_stone_bricks                  | 7604  |
| moving_piston                       | 68266 |
| mud                                 | 8476  |
| mud_brick_slab                      | 17595 |
| mud_brick_stairs                    | 71819 |
| mud_brick_wall                      | 26539 |
| mud_bricks                          | 21    |
| muddy_mangrove_roots                | 3193  |
| mule_spawn_egg                      | 22499 |
| mushroom_stem                       | 29136 |
| mushroom_stew                       | 29146 |
| music_disc_11                       | 16624 |
| music_disc_13                       | 16626 |
| music_disc_5                        | 72805 |
| music_disc_blocks                   | 73750 |
| music_disc_cat                      | 90150 |
| music_disc_chirp                    | 13650 |
| music_disc_far                      | 93031 |
| music_disc_mall                     | 21348 |
| music_disc_mellohi                  | 70376 |
| music_disc_otherside                | 73751 |
| music_disc_pigstep                  | 26378 |
| music_disc_stal                     | 18012 |
| music_disc_strad                    | 55588 |
| music_disc_wait                     | 19173 |
| music_disc_ward                     | 19436 |
| mutton                              | 199   |
| mycelium                            | 12131 |
| name_tag                            | 17478 |
| nautilus_shell                      | 79300 |
| nether_brick                        | 67034 |
| nether_brick_fence                  | 27212 |
| nether_brick_slab                   | 99999 |
| nether_brick_stairs                 | 13839 |
| nether_brick_wall                   | 8943  |
| nether_bricks                       | 41689 |
| nether_gold_ore                     | 12266 |
| nether_portal                       | 63379 |
| nether_quartz_ore                   | 46181 |
| nether_sprouts                      | 68019 |
| nether_star                         | 36345 |
| nether_wart                         | 37779 |
| nether_wart_block                   | 38177 |
| netherite_axe                       | 63410 |
| netherite_block                     | 93296 |
| netherite_boots                     | 83204 |
| netherite_chestplate                | 3410  |
| netherite_helmet                    | 72906 |
| netherite_hoe                       | 69857 |
| netherite_ingot                     | 10218 |
| netherite_leggings                  | 97095 |
| netherite_pickaxe                   | 50736 |
| netherite_scrap                     | 27860 |
| netherite_shovel                    | 62144 |
| netherite_sword                     | 21312 |
| netherrack                          | 367   |
| note_block                          | 64640 |
| oak_boat                            | 12966 |
| oak_button                          | 9080  |
| oak_chest_boat                      | 8644  |
| oak_door                            | 72980 |
| oak_fence                           | 27787 |
| oak_fence_gate                      | 97152 |
| oak_leaves                          | 59842 |
| oak_log                             | 42654 |
| oak_planks                          | 33591 |
| oak_pressure_plate                  | 40930 |
| oak_sapling                         | 71378 |
| oak_sign                            | 13827 |
| oak_slab                            | 16512 |
| oak_stairs                          | 4624  |
| oak_trapdoor                        | 91041 |
| oak_wall_sign                       | 69932 |
| oak_wood                            | 38995 |
| observer                            | 7190  |
| obsidian                            | 71579 |
| ocelot_spawn_egg                    | 87746 |
| ochre_froglight                     | 29498 |
| orange_banner                       | 90429 |
| orange_bed                          | 99632 |
| orange_candle                       | 10174 |
| orange_candle_cake                  | 82969 |
| orange_carpet                       | 40668 |
| orange_concrete                     | 45462 |
| orange_concrete_powder              | 36610 |
| orange_dye                          | 2175  |
| orange_glazed_terracotta            | 86358 |
| orange_shulker_box                  | 64359 |
| orange_stained_glass                | 80080 |
| orange_stained_glass_pane           | 37719 |
| orange_terracotta                   | 18166 |
| orange_tulip                        | 6209  |
| orange_wall_banner                  | 70224 |
| orange_wool                         | 76454 |
| oxeye_daisy                         | 30971 |
| oxidized_copper                     | 98596 |
| oxidized_cut_copper                 | 90817 |
| oxidized_cut_copper_slab            | 26072 |
| oxidized_cut_copper_stairs          | 36008 |
| packed_ice                          | 8100  |
| packed_mud                          | 12501 |
| painting                            | 81380 |
| panda_spawn_egg                     | 99612 |
| paper                               | 34956 |
| parrot_spawn_egg                    | 71672 |
| pearlescent_froglight               | 96463 |
| peony                               | 53445 |
| petrified_oak_slab                  | 23495 |
| phantom_membrane                    | 76485 |
| phantom_spawn_egg                   | 27311 |
| pig_spawn_egg                       | 69232 |
| piglin_banner_pattern               | 99097 |
| piglin_brute_spawn_egg              | 71068 |
| piglin_spawn_egg                    | 89829 |
| pillager_spawn_egg                  | 88718 |
| pink_banner                         | 74037 |
| pink_bed                            | 86104 |
| pink_candle                         | 93782 |
| pink_candle_cake                    | 18017 |
| pink_carpet                         | 24276 |
| pink_concrete                       | 97550 |
| pink_concrete_powder                | 32682 |
| pink_dye                            | 88647 |
| pink_glazed_terracotta              | 44542 |
| pink_shulker_box                    | 99407 |
| pink_stained_glass                  | 48600 |
| pink_stained_glass_pane             | 31983 |
| pink_terracotta                     | 60238 |
| pink_tulip                          | 78697 |
| pink_wall_banner                    | 5272  |
| pink_wool                           | 87902 |
| piston                              | 75609 |
| piston_head                         | 32390 |
| player_head                         | 65310 |
| player_wall_head                    | 87447 |
| podzol                              | 75634 |
| pointed_dripstone                   | 11488 |
| poisonous_potato                    | 31681 |
| polar_bear_spawn_egg                | 72151 |
| polished_andesite                   | 94756 |
| polished_andesite_slab              | 91029 |
| polished_andesite_stairs            | 59621 |
| polished_basalt                     | 63428 |
| polished_blackstone                 | 32981 |
| polished_blackstone_brick_slab      | 15490 |
| polished_blackstone_brick_stairs    | 68530 |
| polished_blackstone_brick_wall      | 24434 |
| polished_blackstone_bricks          | 65884 |
| polished_blackstone_button          | 80604 |
| polished_blackstone_pressure_plate  | 82086 |
| polished_blackstone_slab            | 2916  |
| polished_blackstone_stairs          | 76148 |
| polished_blackstone_wall            | 11860 |
| polished_deepslate                  | 96542 |
| polished_deepslate_slab             | 40795 |
| polished_deepslate_stairs           | 94187 |
| polished_deepslate_wall             | 49739 |
| polished_diorite                    | 39683 |
| polished_diorite_slab               | 84534 |
| polished_diorite_stairs             | 83878 |
| polished_granite                    | 97331 |
| polished_granite_slab               | 44678 |
| polished_granite_stairs             | 28310 |
| popped_chorus_fruit                 | 1212  |
| poppy                               | 52378 |
| porkchop                            | 15454 |
| potato                              | 28423 |
| potatoes                            | 51413 |
| potion                              | 35955 |
| potted_acacia_sapling               | 68918 |
| potted_allium                       | 85057 |
| potted_azalea_bush                  | 62598 |
| potted_azure_bluet                  | 48873 |
| potted_bamboo                       | 78357 |
| potted_birch_sapling                | 54600 |
| potted_blue_orchid                  | 96167 |
| potted_brown_mushroom               | 12514 |
| potted_cactus                       | 27086 |
| potted_cornflower                   | 81828 |
| potted_crimson_fungus               | 32807 |
| potted_crimson_roots                | 86000 |
| potted_dandelion                    | 61741 |
| potted_dark_oak_sapling             | 84362 |
| potted_dead_bush                    | 95138 |
| potted_fern                         | 11420 |
| potted_flowering_azalea_bush        | 6606  |
| potted_jungle_sapling               | 2487  |
| potted_lily_of_the_valley           | 92449 |
| potted_mangrove_propagule           | 40288 |
| potted_oak_sapling                  | 80081 |
| potted_orange_tulip                 | 8706  |
| potted_oxeye_daisy                  | 39674 |
| potted_pink_tulip                   | 33066 |
| potted_poppy                        | 68409 |
| potted_red_mushroom                 | 92295 |
| potted_red_tulip                    | 85443 |
| potted_spruce_sapling               | 27068 |
| potted_warped_fungus                | 18717 |
| potted_warped_roots                 | 21658 |
| potted_white_tulip                  | 21147 |
| potted_wither_rose                  | 63930 |
| powder_snow                         | 57705 |
| powder_snow_bucket                  | 66144 |
| powder_snow_cauldron                | 78712 |
| powered_rail                        | 63245 |
| prismarine                          | 4590  |
| prismarine_brick_slab               | 37193 |
| prismarine_brick_stairs             | 62681 |
| prismarine_bricks                   | 76515 |
| prismarine_crystals                 | 53998 |
| prismarine_shard                    | 40781 |
| prismarine_slab                     | 74059 |
| prismarine_stairs                   | 86779 |
| prismarine_wall                     | 83003 |
| pufferfish                          | 75434 |
| pufferfish_bucket                   | 48799 |
| pufferfish_spawn_egg                | 66060 |
| pumpkin                             | 81704 |
| pumpkin_pie                         | 90805 |
| pumpkin_seeds                       | 64683 |
| pumpkin_stem                        | 11232 |
| purple_banner                       | 36111 |
| purple_bed                          | 47774 |
| purple_candle                       | 55856 |
| purple_candle_cake                  | 36487 |
| purple_carpet                       | 86350 |
| purple_concrete                     | 80808 |
| purple_concrete_powder              | 84912 |
| purple_dye                          | 50317 |
| purple_glazed_terracotta            | 35204 |
| purple_shulker_box                  | 17877 |
| purple_stained_glass                | 95230 |
| purple_stained_glass_pane           | 77097 |
| purple_terracotta                   | 37320 |
| purple_wall_banner                  | 23742 |
| purple_wool                         | 1560  |
| purpur_block                        | 63598 |
| purpur_pillar                       | 80361 |
| purpur_slab                         | 56569 |
| purpur_stairs                       | 96489 |
| quartz                              | 49019 |
| quartz_block                        | 18793 |
| quartz_bricks                       | 93494 |
| quartz_pillar                       | 20334 |
| quartz_slab                         | 10206 |
| quartz_stairs                       | 36462 |
| rabbit                              | 21818 |
| rabbit_foot                         | 15443 |
| rabbit_hide                         | 68903 |
| rabbit_spawn_egg                    | 91228 |
| rabbit_stew                         | 7224  |
| rail                                | 92754 |
| ravager_spawn_egg                   | 85500 |
| raw_copper                          | 20816 |
| raw_copper_block                    | 94494 |
| raw_gold                            | 8471  |
| raw_gold_block                      | 32805 |
| raw_iron                            | 71039 |
| raw_iron_block                      | 75629 |
| recovery_compass                    | 42920 |
| red_banner                          | 92314 |
| red_bed                             | 28435 |
| red_candle                          | 12059 |
| red_candle_cake                     | 49468 |
| red_carpet                          | 42553 |
| red_concrete                        | 28019 |
| red_concrete_powder                 | 76677 |
| red_dye                             | 30978 |
| red_glazed_terracotta               | 59673 |
| red_mushroom                        | 89798 |
| red_mushroom_block                  | 41172 |
| red_nether_brick_slab               | 92337 |
| red_nether_brick_stairs             | 48033 |
| red_nether_brick_wall               | 1281  |
| red_nether_bricks                   | 76587 |
| red_sand                            | 13426 |
| red_sandstone                       | 13011 |
| red_sandstone_slab                  | 69190 |
| red_sandstone_stairs                | 15094 |
| red_sandstone_wall                  | 78134 |
| red_shulker_box                     | 30858 |
| red_stained_glass                   | 51    |
| red_stained_glass_pane              | 37524 |
| red_terracotta                      | 69875 |
| red_tulip                           | 51492 |
| red_wall_banner                     | 36723 |
| red_wool                            | 46083 |
| redstone                            | 27092 |
| redstone_block                      | 76386 |
| redstone_lamp                       | 70883 |
| redstone_ore                        | 39607 |
| redstone_torch                      | 92017 |
| redstone_wall_torch                 | 9042  |
| redstone_wire                       | 6416  |
| reinforced_deepslate                | 11967 |
| repeater                            | 86120 |
| repeating_command_block             | 17569 |
| respawn_anchor                      | 70732 |
| rooted_dirt                         | 90693 |
| rose_bush                           | 62872 |
| rotten_flesh                        | 987   |
| saddle                              | 12551 |
| salmon                              | 59630 |
| salmon_bucket                       | 54363 |
| salmon_spawn_egg                    | 74896 |
| sand                                | 22692 |
| sandstone                           | 87969 |
| sandstone_slab                      | 50872 |
| sandstone_stairs                    | 34696 |
| sandstone_wall                      | 59816 |
| scaffolding                         | 49164 |
| sculk                               | 70116 |
| sculk_catalyst                      | 49044 |
| sculk_sensor                        | 23061 |
| sculk_shrieker                      | 9242  |
| sculk_vein                          | 83439 |
| scute                               | 70358 |
| sea_lantern                         | 18358 |
| sea_pickle                          | 48298 |
| seagrass                            | 27559 |
| shears                              | 4306  |
| sheep_spawn_egg                     | 87837 |
| shield                              | 27113 |
| shroomlight                         | 5062  |
| shulker_box                         | 3256  |
| shulker_shell                       | 22941 |
| shulker_spawn_egg                   | 49134 |
| silverfish_spawn_egg                | 40391 |
| skeleton_horse_spawn_egg            | 62893 |
| skeleton_skull                      | 89899 |
| skeleton_spawn_egg                  | 22031 |
| skeleton_wall_skull                 | 87450 |
| skull_banner_pattern                | 51743 |
| slime_ball                          | 36822 |
| slime_block                         | 70006 |
| slime_spawn_egg                     | 31530 |
| small_amethyst_bud                  | 14551 |
| small_dripleaf                      | 1771  |
| smithing_table                      | 33710 |
| smoker                              | 29027 |
| smooth_basalt                       | 32198 |
| smooth_quartz                       | 20236 |
| smooth_quartz_slab                  | 72077 |
| smooth_quartz_stairs                | 23613 |
| smooth_red_sandstone                | 162   |
| smooth_red_sandstone_slab           | 23639 |
| smooth_red_sandstone_stairs         | 53671 |
| smooth_sandstone                    | 93872 |
| smooth_sandstone_slab               | 12297 |
| smooth_sandstone_stairs             | 28185 |
| smooth_stone                        | 74388 |
| smooth_stone_slab                   | 22437 |
| snow                                | 35235 |
| snow_block                          | 31569 |
| snowball                            | 33666 |
| soul_campfire                       | 86979 |
| soul_fire                           | 27426 |
| soul_lantern                        | 21306 |
| soul_sand                           | 6896  |
| soul_soil                           | 20203 |
| soul_torch                          | 14256 |
| soul_wall_torch                     | 92531 |
| spawner                             | 8744  |
| spectral_arrow                      | 8366  |
| spider_eye                          | 16791 |
| spider_spawn_egg                    | 53159 |
| splash_potion                       | 51051 |
| sponge                              | 2522  |
| spore_blossom                       | 11113 |
| spruce_boat                         | 74813 |
| spruce_button                       | 22191 |
| spruce_chest_boat                   | 43067 |
| spruce_door                         | 34827 |
| spruce_fence                        | 19892 |
| spruce_fence_gate                   | 64278 |
| spruce_leaves                       | 72953 |
| spruce_log                          | 43655 |
| spruce_planks                       | 46702 |
| spruce_pressure_plate               | 96761 |
| spruce_sapling                      | 25627 |
| spruce_sign                         | 75674 |
| spruce_slab                         | 78359 |
| spruce_stairs                       | 17735 |
| spruce_trapdoor                     | 36280 |
| spruce_wall_sign                    | 72341 |
| spruce_wood                         | 842   |
| spyglass                            | 54336 |
| squid_spawn_egg                     | 57396 |
| stick                               | 64752 |
| sticky_piston                       | 19791 |
| stone                               | 70853 |
| stone_axe                           | 73108 |
| stone_brick_slab                    | 99314 |
| stone_brick_stairs                  | 15362 |
| stone_brick_wall                    | 8258  |
| stone_bricks                        | 46060 |
| stone_button                        | 60780 |
| stone_hoe                           | 79556 |
| stone_pickaxe                       | 53299 |
| stone_pressure_plate                | 726   |
| stone_shovel                        | 3229  |
| stone_slab                          | 50772 |
| stone_stairs                        | 56324 |
| stone_sword                         | 8131  |
| stonecutter                         | 86820 |
| stray_spawn_egg                     | 55915 |
| strider_spawn_egg                   | 47803 |
| string                              | 81393 |
| stripped_acacia_log                 | 48297 |
| stripped_acacia_wood                | 42856 |
| stripped_birch_log                  | 21805 |
| stripped_birch_wood                 | 88900 |
| stripped_crimson_hyphae             | 33589 |
| stripped_crimson_stem               | 80529 |
| stripped_dark_oak_log               | 17117 |
| stripped_dark_oak_wood              | 85716 |
| stripped_jungle_log                 | 11626 |
| stripped_jungle_wood                | 36871 |
| stripped_mangrove_log               | 27910 |
| stripped_mangrove_wood              | 87595 |
| stripped_oak_log                    | 35318 |
| stripped_oak_wood                   | 15355 |
| stripped_spruce_log                 | 21839 |
| stripped_spruce_wood                | 3170  |
